CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P04145,1821.0,178,44,0,0,0.0,89,89,89,44,89.0,89,44,T-S,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03945,1827.0,102,0,0,51,0.0,0,0,152,51,51.0,51,51,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04085,1828.0,0,0,0,0,0.0,0,0,0,0,0.0,114,0,T-M,220 RE-PANTALONES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04111,1850.0,76,25,0,25,25.0,25,0,25,51,0.0,51,25,T-L,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03936,1864.0,38,38,76,0,0.0,0,38,38,0,76.0,0,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04000,1885.0,0,70,70,0,0.0,0,0,0,0,70.0,140,140,T-M,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04368,1900.0,25,76,25,0,51.0,25,0,0,25,25.0,25,76,T-L,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04267,1905.0,64,127,0,64,0.0,64,0,64,0,0.0,0,0,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04309,1910.0,44,44,44,0,0.0,0,44,0,0,44.0,133,0,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04034,1928.0,102,102,203,0,0.0,0,51,0,51,203.0,203,0,T-L,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04103,1928.0,102,51,102,51,102.0,51,51,0,0,0.0,152,0,T-8,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04306,1934.0,0,32,63,0,63.0,0,0,63,0,32.0,63,63,T-L,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03953,1954.0,44,0,44,0,0.0,89,44,0,0,0.0,44,0,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04114,1956.0,0,0,89,89,178.0,0,0,0,89,0.0,0,0,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04058,1969.0,0,0,64,0,0.0,0,0,0,0,0.0,0,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04106,1969.0,191,64,64,0,0.0,0,64,127,0,0.0,0,64,T-8,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04126,1979.0,51,0,51,0,0.0,51,0,51,0,0.0,0,51,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03998,1981.0,76,0,152,0,76.0,0,152,0,0,0.0,76,152,T-M,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04095,1998.0,0,0,0,0,0.0,95,63,0,32,0.0,32,0,T-XL,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03949,2002.0,51,178,76,0,0.0,51,0,51,101,25.0,152,25,T-L,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04138,2030.0,0,102,51,0,152.0,51,51,152,51,51.0,102,0,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04328,2030.0,0,51,0,0,0.0,0,51,0,0,0.0,51,0,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04008,2043.0,0,0,0,0,0.0,44,0,133,44,44.0,44,0,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04233,2043.0,0,44,44,0,0.0,44,0,44,0,0.0,44,178,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04113,2045.0,0,267,0,0,0.0,267,0,0,178,0.0,0,89,T-XL,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03990,2045.0,0,0,178,0,0.0,0,0,89,0,89.0,178,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04193,2061.0,95,32,32,0,63.0,0,32,32,32,0.0,32,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04350,2081.0,0,0,0,102,0.0,102,0,51,0,0.0,0,0,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04057,2087.0,89,89,44,44,0.0,0,44,0,44,89.0,44,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04337,2093.0,38,114,0,0,0.0,38,38,38,38,38.0,0,0,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04025,2096.0,127,0,191,64,64.0,64,0,0,0,64.0,64,127,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04274,2096.0,0,0,0,0,0.0,64,0,0,0,127.0,191,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04395,2096.0,127,64,64,0,0.0,0,0,0,0,127.0,64,0,T-S,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03979,2096.0,64,0,0,0,0.0,0,0,0,64,0.0,0,0,T-S,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04426,2096.0,64,0,0,0,0.0,0,0,0,0,64.0,0,0,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04264,2131.0,51,51,51,0,51.0,51,51,254,102,102.0,102,51,T-M,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04019,2134.0,76,229,0,0,0.0,76,0,76,76,0.0,0,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04263,2134.0,178,0,267,89,0.0,0,178,89,0,0.0,89,89,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04359,2146.0,0,165,0,0,0.0,0,165,83,0,0.0,0,0,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04160,2156.0,0,127,0,32,32.0,63,32,0,0,32.0,0,0,T-L,224 RE-SOBRETODOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04041,2159.0,64,64,254,0,64.0,64,0,0,127,64.0,64,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04365,2171.0,0,57,0,0,57.0,0,57,0,0,0.0,0,0,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04311,2180.0,51,25,25,0,25.0,0,0,0,0,25.0,25,0,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04329,2207.0,38,76,495,0,76.0,38,38,38,114,0.0,0,0,T-XS,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04242,2223.0,127,0,0,0,127.0,0,0,0,0,127.0,127,0,T-L,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04364,2223.0,0,64,0,0,64.0,64,64,0,0,127.0,64,0,T-M,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04339,2223.0,64,127,0,0,127.0,0,127,64,127,64.0,191,64,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04076,2223.0,191,254,64,64,0.0,64,0,0,0,0.0,64,64,T-14,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04421,2223.0,0,0,0,89,89.0,0,0,0,0,0.0,0,0,T-10,223 RE-SHORTS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04087,2233.0,51,0,51,0,102.0,51,102,0,102,0.0,152,51,T-M,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03985,2286.0,64,127,0,191,64.0,0,0,127,0,0.0,0,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04330,2306.0,51,76,25,0,152.0,25,25,76,51,101.0,25,76,T-XS,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04162,2311.0,0,0,178,0,0.0,89,89,89,0,0.0,0,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04417,2357.0,51,51,25,0,25.0,25,0,0,0,51.0,76,25,T-S,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04212,2378.0,32,32,95,0,0.0,63,32,32,0,32.0,0,32,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04199,2385.0,51,51,0,0,0.0,51,0,0,0,51.0,152,51,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03940,2385.0,152,51,51,0,51.0,102,51,51,152,51.0,0,0,T-XL,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04259,2385.0,152,51,0,0,0.0,102,0,254,203,0.0,203,0,T-M,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04283,2385.0,254,51,102,102,0.0,102,0,102,51,51.0,102,0,T-XL,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04400,2393.0,0,0,83,0,165.0,0,83,0,0,83.0,83,0,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04384,2398.0,133,89,44,0,0.0,0,0,0,89,89.0,44,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04135,2413.0,64,0,64,0,0.0,127,0,0,64,0.0,0,64,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04307,2413.0,0,0,64,0,0.0,0,0,0,0,64.0,0,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04362,2413.0,0,0,0,127,64.0,64,0,0,0,0.0,0,64,T-14,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04397,2436.0,51,0,0,0,0.0,51,51,0,51,0.0,0,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04285,2436.0,152,51,152,51,203.0,152,51,0,102,102.0,102,51,T-10,221 RE-PESCADORES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04178,2456.0,171,114,0,0,0.0,0,0,57,57,0.0,57,57,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04136,2459.0,25,25,51,0,51.0,0,0,25,0,0.0,0,25,T-L,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04032,2473.0,38,38,38,38,0.0,38,0,38,228,38.0,114,38,T-XXL,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P04169,2473.0,63,32,32,0,0.0,0,63,0,0,32.0,32,32,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04423,2476.0,0,83,83,0,0.0,83,0,0,0,0.0,0,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04347,2477.0,0,0,64,64,0.0,0,64,191,64,0.0,64,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04404,2481.0,54,162,162,0,108.0,0,108,0,216,162.0,162,54,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04068,2487.0,152,102,0,0,152.0,152,102,203,51,102.0,0,0,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03996,2537.0,102,51,0,51,152.0,0,102,0,51,51.0,0,51,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04392,2537.0,152,102,102,0,0.0,102,0,51,51,51.0,102,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04165,2540.0,127,64,64,64,64.0,0,0,0,127,127.0,0,0,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04044,2540.0,127,127,0,127,0.0,64,64,0,64,0.0,0,127,T-S,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04123,2540.0,0,127,64,0,0.0,0,0,0,64,0.0,127,0,T-S,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03974,2560.0,0,76,51,51,25.0,25,25,0,25,0.0,0,0,T-6,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04284,2570.0,0,0,0,57,229.0,57,0,0,0,57.0,114,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04049,2584.0,0,0,70,0,0.0,70,70,70,140,70.0,0,70,T-S,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04187,2588.0,51,152,102,51,51.0,0,51,203,51,152.0,203,152,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04216,2588.0,203,51,51,51,51.0,51,102,0,102,0.0,152,51,T-S,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03952,2667.0,0,89,0,0,0.0,0,89,89,267,0.0,89,89,T-S,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04129,2667.0,191,191,0,64,0.0,64,0,0,0,0.0,127,64,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04420,2667.0,0,0,64,0,0.0,0,0,64,64,0.0,0,0,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04091,2667.0,0,95,0,95,286.0,0,95,0,0,95.0,0,0,T-XL,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P04023,2690.0,254,152,0,0,0.0,102,102,102,102,0.0,203,0,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04257,2701.0,114,38,38,0,76.0,38,38,76,0,38.0,76,76,T-M,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03964,2709.0,178,89,0,0,44.0,44,0,133,44,44.0,0,44,T-S,224 RE-SOBRETODOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04012,2741.0,0,102,0,0,0.0,51,51,0,0,51.0,0,0,T-S,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03977,2741.0,114,171,114,57,171.0,57,0,57,114,0.0,114,57,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04380,2741.0,57,57,57,0,57.0,0,0,57,0,114.0,0,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04142,2742.0,0,0,0,0,114.0,0,0,171,0,57.0,57,0,T-XL,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03995,2791.0,0,51,0,0,0.0,51,0,0,102,0.0,51,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04419,2794.0,0,0,0,64,0.0,0,0,64,127,0.0,0,0,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04125,2794.0,64,127,127,127,0.0,0,0,64,127,127.0,0,127,T-M,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04139,2854.0,38,76,152,0,76.0,76,76,38,0,76.0,114,76,T-L,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04296,2858.0,127,191,0,0,127.0,64,64,64,318,64.0,64,191,T-L,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04083,2858.0,254,0,127,0,0.0,0,64,127,127,0.0,127,64,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04020,2889.0,165,83,165,83,83.0,0,83,83,83,83.0,248,0,T-XL,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04027,2893.0,152,152,0,0,102.0,0,152,51,0,51.0,0,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04349,2893.0,102,51,51,0,152.0,152,51,51,0,102.0,102,0,T-M,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04185,2933.0,0,140,70,70,140.0,0,70,70,0,0.0,0,0,T-M,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03999,2965.0,25,127,101,0,101.0,0,51,25,0,25.0,76,25,T-M,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04302,2972.0,76,76,0,76,152.0,76,0,76,0,0.0,229,0,T-XL,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04246,2975.0,44,89,44,89,0.0,89,0,89,44,0.0,133,44,T-XL,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04081,2975.0,44,89,133,44,133.0,44,0,0,44,133.0,89,44,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04326,2980.0,159,63,0,0,63.0,63,32,127,63,63.0,63,0,T-8,217 RE-JOGGERS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03988,2985.0,191,64,64,191,0.0,64,64,0,127,0.0,254,64,T-XS,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P04431,2985.0,64,127,127,64,127.0,64,127,127,0,0.0,254,0,T-XL,220 RE-PANTALONES FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P03948,2994.0,152,152,102,0,51.0,51,0,51,102,102.0,203,102,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04355,2994.0,51,102,152,0,102.0,51,51,51,0,0.0,51,0,T-8,219 RE-OVEROLES FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P04175,2995.0,355,152,254,152,51.0,152,203,51,0,51.0,0,0,T-M,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04240,2995.0,0,0,0,0,51.0,51,51,0,0,51.0,0,51,T-16,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04295,3020.0,44,44,0,44,178.0,44,89,89,0,0.0,0,0,T-XL,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04062,3023.0,178,178,0,0,0.0,0,0,0,0,89.0,0,0,T-M,210 RE-CHALECOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04115,3023.0,0,89,0,0,0.0,0,0,89,0,89.0,89,0,T-L,213 RE-CONJUNTOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04031,3023.0,89,89,0,0,89.0,0,178,0,89,0.0,0,0,T-XS,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04090,3027.0,114,114,229,0,114.0,171,114,0,229,171.0,57,57,T-M,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04202,3045.0,51,102,102,51,51.0,51,51,152,102,51.0,152,102,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04155,3045.0,102,51,102,51,51.0,0,51,51,0,152.0,102,0,T-14,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04314,3045.0,51,51,102,0,0.0,51,51,0,51,51.0,51,0,T-L,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04381,3048.0,191,0,64,64,64.0,0,64,64,0,127.0,64,127,T-S,201 RE-BLUSAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04297,3084.0,114,57,0,0,229.0,114,114,57,171,171.0,57,0,T-10,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04254,3112.0,191,0,64,0,64.0,0,0,0,64,64.0,127,0,T-8,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04120,3112.0,127,127,0,0,0.0,127,0,64,0,64.0,254,64,T-XL,218 RE-LEGGINS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P04099,3118.0,51,101,101,51,25.0,0,25,51,76,25.0,51,51,T-XL,215 RE-FALDAS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P04072,3136.0,0,165,83,0,165.0,83,165,0,83,83.0,83,0,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03966,3146.0,305,51,0,51,51.0,203,51,102,102,203.0,203,51,T-S,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04374,3147.0,51,102,51,0,0.0,0,51,0,102,102.0,51,51,T-XL,204 RE-BUZOS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04102,3218.0,83,248,83,0,83.0,0,0,165,0,248.0,83,83,T-XL,207 RE-CAMISETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P04324,3239.0,127,318,64,64,64.0,0,64,64,64,64.0,254,0,T-12,216 RE-JEANS FEM,201909,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P04028,3239.0,127,127,64,64,64.0,64,64,127,0,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P04079,3256.0,171,171,114,114,171.0,171,114,171,57,114.0,171,57,T-S,211 RE-CHAQUETAS FEM,201909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P04353,3256.0,229,114,114,57,0.0,57,0,114,229,57.0,286,57,T-10,214 RE-ENTERIZOS FEM,201909,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
