CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P00933,1421.0,0,0,51,0,51.0,0,0,0,0,51.0,0,0,T-12,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P00857,1421.0,203,51,51,0,152.0,0,51,0,0,0.0,0,0,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00940,1421.0,44,0,44,0,44.0,44,0,0,44,0.0,133,44,T-XL,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00476,1428.0,229,0,57,0,171.0,0,57,57,0,0.0,0,57,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00440,1446.0,38,0,0,0,0.0,76,152,0,76,76.0,0,0,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00621,1458.0,63,63,32,32,0.0,63,32,63,32,0.0,32,63,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00784,1461.0,0,0,0,0,0.0,0,0,64,64,0.0,127,0,T-M,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00752,1461.0,0,0,64,0,191.0,0,64,0,64,64.0,0,0,T-6,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00618,1471.0,51,102,51,0,51.0,51,0,0,102,102.0,51,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00610,1485.0,57,57,0,57,0.0,0,0,0,57,0.0,0,0,T-S,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00750,1485.0,0,0,114,0,0.0,0,0,57,0,114.0,57,57,T-M,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00810,1485.0,0,57,0,0,0.0,0,0,0,114,0.0,0,114,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00792,1485.0,57,57,0,0,114.0,57,0,0,57,57.0,0,0,T-10,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00702,1485.0,0,0,57,57,57.0,57,0,0,0,0.0,0,0,T-10,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00715,1521.0,38,76,38,0,38.0,38,0,0,0,0.0,38,0,T-6,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00840,1524.0,64,64,64,127,0.0,0,0,127,0,64.0,64,0,T-16,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00904,1568.0,248,0,0,0,0.0,0,0,0,0,83.0,165,0,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00896,1573.0,51,51,0,0,0.0,0,102,51,0,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00648,1585.0,32,32,32,32,63.0,32,32,63,32,32.0,32,0,T-6,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00542,1588.0,64,64,64,64,0.0,0,64,0,0,0.0,64,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00794,1588.0,64,64,64,64,0.0,64,0,64,0,64.0,0,0,T-XL,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00785,1588.0,0,64,0,0,0.0,64,64,0,64,0.0,0,0,T-8,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00764,1599.0,0,0,0,0,114.0,0,0,0,0,0.0,57,0,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00580,1599.0,89,89,0,0,0.0,0,44,89,0,0.0,89,44,T-S,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00862,1600.0,76,0,76,0,76.0,0,0,76,0,76.0,76,76,T-XS,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00452,1617.0,0,95,32,0,32.0,95,63,63,32,63.0,32,0,T-L,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00930,1624.0,51,0,0,0,0.0,0,0,0,0,102.0,0,0,T-14,209 RE-CAPRIS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00523,1636.0,76,190,0,38,114.0,38,114,0,0,0.0,114,38,T-8,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00447,1643.0,44,89,44,0,0.0,0,0,0,44,0.0,89,44,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00604,1643.0,0,0,89,44,44.0,133,89,0,0,44.0,89,44,T-L,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00937,1649.0,63,0,63,0,32.0,0,0,0,63,0.0,32,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00458,1651.0,127,0,0,127,0.0,0,0,64,0,127.0,0,0,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00838,1651.0,0,127,64,64,0.0,127,127,0,64,64.0,0,0,T-8,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P00733,1651.0,0,64,0,0,64.0,64,64,64,0,127.0,0,64,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00700,1656.0,114,57,57,0,114.0,0,0,0,0,0.0,114,57,T-8,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00866,1673.0,0,76,0,0,25.0,127,51,0,51,25.0,76,25,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00888,1674.0,0,0,102,0,0.0,102,0,0,51,51.0,0,102,T-M,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00935,1676.0,0,0,0,76,0.0,0,0,152,76,76.0,229,0,T-8,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00692,1713.0,0,0,114,0,114.0,171,0,0,0,0.0,57,57,T-6,217 RE-JOGGERS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00585,1715.0,127,64,0,64,0.0,64,0,0,64,0.0,64,64,T-S,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00763,1715.0,0,0,64,64,64.0,64,0,0,0,0.0,64,0,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00817,1725.0,51,0,51,0,0.0,0,51,0,51,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00882,1726.0,0,0,102,0,51.0,203,0,102,152,102.0,51,0,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00734,1746.0,210,0,70,0,70.0,0,0,140,0,0.0,70,70,T-14,217 RE-JOGGERS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00835,1750.0,38,190,114,76,76.0,76,38,38,38,38.0,114,76,T-L,217 RE-JOGGERS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00563,1770.0,0,57,114,57,0.0,57,57,0,57,114.0,57,0,T-M,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00537,1770.0,57,171,57,0,0.0,114,57,57,0,0.0,57,171,T-S,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00682,1770.0,114,57,57,0,57.0,0,0,0,57,114.0,57,0,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00652,1776.0,0,0,44,0,0.0,0,44,44,44,133.0,0,0,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00697,1776.0,32,95,63,0,0.0,32,127,0,63,32.0,32,381,T-L,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00639,1776.0,51,102,51,0,51.0,51,51,0,51,0.0,0,51,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00590,1776.0,102,0,0,51,0.0,0,51,102,0,51.0,51,51,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00549,1778.0,64,64,0,0,0.0,0,0,0,64,64.0,64,0,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00500,1788.0,152,0,0,0,0.0,0,0,0,38,38.0,114,38,T-M,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00512,1826.0,102,51,0,51,51.0,0,51,0,51,0.0,0,102,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00573,1827.0,57,0,0,57,0.0,0,57,57,57,57.0,171,0,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00722,1827.0,0,51,0,0,51.0,0,0,0,102,102.0,0,51,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00737,1827.0,51,102,51,0,51.0,51,0,0,51,0.0,102,0,T-XL,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00543,1827.0,152,0,51,51,0.0,0,0,51,51,0.0,0,51,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00677,1828.0,0,0,57,0,57.0,0,57,0,57,0.0,0,0,T-M,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00450,1842.0,191,191,127,0,0.0,0,0,0,0,127.0,0,0,T-16,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00583,1842.0,127,127,0,0,64.0,0,0,0,0,0.0,64,191,T-8,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00863,1861.0,159,0,51,51,0.0,57,57,102,51,0.0,0,51,T-XL,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00560,1865.0,0,0,44,0,89.0,0,89,0,0,44.0,0,44,T-12,217 RE-JOGGERS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00874,1877.0,0,51,0,51,51.0,0,152,51,51,51.0,102,0,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00906,1877.0,102,51,51,0,102.0,102,51,51,51,102.0,0,0,T-S,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00666,1885.0,0,57,171,0,0.0,57,0,57,0,114.0,0,0,T-8,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00889,1885.0,57,57,0,57,0.0,57,0,0,0,0.0,0,57,T-XL,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
P00828,1898.0,165,0,83,0,165.0,83,0,83,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00664,1904.0,0,0,0,0,0.0,0,95,95,0,0.0,191,95,T-S,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00780,1905.0,0,0,64,0,0.0,64,127,127,0,0.0,0,64,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00871,1905.0,127,64,64,0,0.0,127,0,64,0,0.0,0,0,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00555,1905.0,191,127,64,0,0.0,64,64,64,0,64.0,127,0,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00559,1905.0,0,64,0,0,0.0,0,0,64,191,64.0,127,0,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00579,1910.0,89,178,0,0,44.0,0,44,0,44,0.0,0,44,T-L,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00806,1928.0,51,0,0,102,102.0,0,0,0,102,51.0,102,51,T-S,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00680,1928.0,0,0,152,0,0.0,51,0,0,0,51.0,102,51,T-M,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00505,1940.0,76,38,0,0,114.0,38,0,38,190,0.0,152,0,T-M,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00623,1942.0,57,0,171,0,57.0,114,0,57,114,57.0,57,57,T-M,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00490,1942.0,114,57,229,0,0.0,0,0,0,0,57.0,114,0,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00886,1954.0,44,44,89,0,0.0,44,44,89,0,89.0,133,44,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00725,1955.0,70,70,0,70,0.0,70,0,0,0,70.0,0,140,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00872,1969.0,64,0,127,0,0.0,0,64,0,64,0.0,0,64,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00809,1969.0,127,64,0,0,0.0,0,0,64,127,0.0,254,0,T-XS,210 RE-CHALECOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00489,1969.0,64,0,64,127,0.0,64,64,127,0,0.0,64,0,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00673,1978.0,0,0,38,0,38.0,0,76,0,38,38.0,114,0,T-14,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P00851,1979.0,102,51,0,0,0.0,51,0,51,51,51.0,102,0,T-S,207 RE-CAMISETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00878,1981.0,76,0,0,76,76.0,0,0,76,76,0.0,76,0,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00790,1981.0,0,229,76,76,76.0,0,0,0,0,0.0,76,76,T-16,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00433,1999.0,0,57,0,57,0.0,0,57,114,0,57.0,114,0,T-XS,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00812,2016.0,76,38,0,38,76.0,38,0,76,38,38.0,190,38,T-8,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00768,2016.0,114,38,0,38,76.0,38,114,76,38,38.0,76,76,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00526,2025.0,70,0,0,70,0.0,210,0,0,0,70.0,70,70,T-14,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00955,2030.0,152,102,51,0,51.0,0,152,0,0,102.0,51,0,T-8,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00584,2032.0,0,127,127,0,0.0,64,64,0,0,0.0,0,0,T-M,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00791,2032.0,191,64,127,0,64.0,64,191,64,0,0.0,64,64,T-L,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00617,2054.0,0,76,38,0,38.0,76,0,38,38,38.0,152,38,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00497,2056.0,57,171,0,0,0.0,0,171,57,114,57.0,114,0,T-12,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00928,2093.0,159,63,127,0,0.0,95,32,32,32,63.0,63,0,T-XL,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00819,2113.0,114,0,0,114,114.0,0,57,57,0,57.0,57,114,T-S,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00596,2159.0,64,64,0,0,64.0,0,0,0,127,0.0,64,0,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00789,2159.0,127,191,0,0,0.0,0,64,64,127,0.0,0,127,T-12,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00547,2170.0,229,229,114,57,0.0,57,114,0,57,57.0,57,0,T-M,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00821,2170.0,114,57,0,114,0.0,57,57,0,0,0.0,0,57,T-M,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00826,2182.0,355,0,102,0,152.0,102,51,51,0,0.0,51,0,T-L,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00775,2187.0,127,95,95,0,0.0,63,95,32,95,0.0,0,159,T-12,221 RE-PESCADORES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00437,2207.0,76,0,76,0,0.0,38,0,38,38,38.0,0,0,T-L,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00593,2223.0,0,0,64,0,0.0,0,64,0,64,0.0,0,64,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00802,2223.0,0,0,0,0,0.0,0,0,191,127,127.0,64,0,T-S,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00654,2223.0,254,64,0,0,0.0,0,0,0,0,64.0,191,127,T-12,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00892,2223.0,127,0,64,0,64.0,64,0,0,0,127.0,127,0,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00480,2223.0,0,0,64,0,127.0,0,0,64,0,0.0,0,0,T-M,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00672,2228.0,165,248,83,0,0.0,83,83,0,83,0.0,0,83,T-8,219 RE-OVEROLES FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P00653,2235.0,0,0,70,0,0.0,0,70,70,140,0.0,210,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00814,2285.0,333,48,0,0,48.0,0,0,0,48,48.0,0,95,T-XL,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P00732,2285.0,114,171,0,0,114.0,0,0,0,0,57.0,114,0,T-L,206 RE-CAMISAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00576,2285.0,286,57,57,0,114.0,0,57,57,57,0.0,114,0,T-S,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00793,2286.0,127,0,0,0,191.0,127,0,64,0,64.0,64,0,T-S,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00492,2286.0,191,64,127,0,0.0,0,64,0,0,127.0,0,0,T-L,223 RE-SHORTS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00609,2286.0,127,127,127,64,127.0,127,0,64,0,0.0,127,127,T-XS,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00470,2304.0,0,0,0,0,210.0,0,0,70,0,70.0,70,70,T-16,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00947,2310.0,0,0,89,0,798.0400000000009,44,44,133,89,0.0,44,0,T-S,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00581,2321.0,76,38,0,114,38.0,114,76,76,76,0.0,0,76,T-M,202 RE-BODYS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00647,2334.0,102,0,51,51,152.0,102,0,51,0,51.0,0,0,T-XL,213 RE-CONJUNTOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00438,2342.0,171,171,0,57,0.0,0,57,0,57,0.0,0,0,T-L,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00627,2342.0,57,0,57,0,0.0,0,0,57,0,0.0,57,0,T-10,220 RE-PANTALONES FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00788,2350.0,64,64,127,64,0.0,0,127,0,191,127.0,127,64,T-XL,213 RE-CONJUNTOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00641,2359.0,114,0,152,38,38.0,38,76,76,38,76.0,38,38,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00813,2359.0,228,76,76,0,152.0,76,38,0,76,38.0,190,38,T-XS,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00831,2399.0,114,57,57,0,0.0,114,0,57,57,114.0,171,57,T-S,201 RE-BLUSAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00474,2399.0,114,57,57,0,171.0,0,57,57,114,57.0,57,0,T-M,214 RE-ENTERIZOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
P00554,2413.0,64,64,0,0,64.0,0,0,127,0,0.0,64,64,T-L,204 RE-BUZOS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00926,2413.0,64,64,64,0,0.0,64,0,0,0,191.0,64,0,T-L,211 RE-CHAQUETAS FEM,201902,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
P00739,2413.0,127,0,64,0,0.0,64,0,64,0,0.0,0,0,T-L,215 RE-FALDAS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
P00439,2413.0,64,64,0,0,0.0,0,127,0,64,64.0,64,0,T-10,216 RE-JEANS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P00611,2413.0,64,64,0,0,0.0,0,0,0,127,0.0,64,127,T-XL,225 RE-VESTIDOS FEM,201902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P00544,2436.0,203,51,0,51,51.0,102,51,0,0,0.0,102,0,T-L,217 RE-JOGGERS FEM,201902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
